#Format version: 1.0
time[us],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[°C],hum[%RH],newData,interrupts,fsm1,fsm2,fsm3,fsm4,fsm5,fsm6,fsm7,fsm8,fsm9,fsm10,fsm11,fsm12,fsm13,fsm14,fsm15,fsm16,src0,src1,src2,src3,src4,src5,src6,src7,
310140084,-23,3,1009,-297,-735,-122,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
310180408,-23,3,1009,-315,-752,-105,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310221173,-23,3,1009,-315,-752,-105,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310261596,-24,3,1009,-315,-752,-122,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
310302362,-23,3,1008,-297,-735,-122,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310342816,-23,3,1010,-297,-735,-122,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
310383586,-23,3,1009,-315,-752,-87,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310424469,-23,2,1009,-297,-735,-122,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
310464795,-23,3,1009,-315,-717,-140,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310505558,-23,3,1009,-297,-752,-122,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310546015,-23,2,1009,-315,-770,-105,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
310586782,-23,3,1009,-280,-770,-87,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310627202,-23,3,1009,-280,-752,-122,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
310667969,-23,3,1009,-297,-752,-122,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310708380,-23,3,1009,-297,-752,-105,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310749193,-23,3,1009,-297,-735,-105,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
310790056,-23,3,1009,-280,-752,-105,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310830390,-23,3,1008,-297,-752,-105,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
310871158,-23,2,1009,-297,-752,-105,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310911563,-23,3,1009,-297,-752,-105,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
310952375,-23,4,1009,-297,-735,-105,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
310992785,-23,3,1009,-297,-770,-122,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
311033603,-23,2,1009,-297,-752,-105,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
311074009,-23,3,1009,-315,-735,-122,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
311114773,-23,3,1009,-297,-752,-122,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
311155227,-23,3,1009,-297,-770,-105,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
311195994,-24,3,1009,-297,-752,-105,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
311236483,-23,3,1009,-332,-752,-105,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
311277248,-24,3,1009,-315,-752,-105,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
311318018,-23,3,1009,-297,-752,-105,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
311358470,-23,3,1009,-280,-752,-105,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
311399235,-23,3,1009,-297,-770,-140,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
311439692,-24,4,1009,-315,-770,-140,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
311480457,-23,3,1008,-297,-752,-122,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
311520864,-23,3,1008,-280,-770,-105,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
